CaseID,Prefix length,Ground truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE 
3052,2,§,§,63.0,1.0,1.0,1.0,1918200,52504.526935412905,,1865695.473064587,1865695.473064587
3053,2,©,,88.0,0.0,0.0,0.0,23365,7239.614053525273,,16125.385946474726,16125.385946474726
3054,2,©,§,61.0,0.0,0.0,0.0,71430,33685.9576508144,,37744.0423491856,37744.0423491856
3055,2,ª,§,59.0,0.0,0.0,0.0,67753,41546.397752169716,,26206.602247830284,26206.602247830284
3057,2,§,§,62.0,1.0,1.0,1.0,612692,47568.4288014688,,565123.5711985312,565123.5711985312
3060,2,§,§,60.0,1.0,1.0,1.0,326918,44771.74085976263,,282146.25914023735,282146.25914023735
3062,2,§,§,60.0,1.0,1.0,1.0,3194,44105.42443340416,,40911.42443340416,40911.42443340416
3063,2,§,§,62.0,1.0,1.0,1.0,5172,43728.49023607884,,38556.49023607884,38556.49023607884
3064,2,§,§,60.0,1.0,1.0,1.0,258449,45856.56436867036,,212592.43563132963,212592.43563132963
3065,2,§,§,62.0,1.0,1.0,1.0,100688,35074.64852845873,,65613.35147154127,65613.35147154127
3066,2,§,§,71.0,1.0,1.0,1.0,287381,51708.55138047875,,235672.44861952125,235672.44861952125
3067,2,ª,§,63.0,0.0,0.0,0.0,517121,40011.06094184965,,477109.93905815034,477109.93905815034
3068,2,§,§,64.0,1.0,1.0,1.0,6,44629.12713238946,,44623.12713238946,44623.12713238946
3069,2,§,§,63.0,1.0,1.0,1.0,17867,32410.28480503719,,14543.28480503719,14543.28480503719
3070,2,§,§,67.0,1.0,1.0,1.0,1189361,55105.94677122746,,1134255.0532287725,1134255.0532287725
3071,2,£,§,59.0,0.0,0.0,0.0,222,44545.223948474755,,44323.223948474755,44323.223948474755
3072,2,§,§,62.0,1.0,1.0,1.0,22159,39552.206663919,,17393.206663919,17393.206663919
3074,2,§,§,64.0,1.0,1.0,1.0,627175,36173.01433872949,,591001.9856612706,591001.9856612706
3075,2,§,§,63.0,1.0,1.0,1.0,12,49972.94627826833,,49960.94627826833,49960.94627826833
3076,2,©,©,91.0,1.0,1.0,1.0,174965,9065.330930122114,,165899.66906987788,165899.66906987788
3079,2,¢,©,85.0,0.0,0.0,0.0,0,21557.78494386664,,21557.78494386664,21557.78494386664
3080,2,§,§,59.0,1.0,1.0,1.0,14,46361.080307427954,,46347.080307427954,46347.080307427954
3081,2,§,§,73.0,1.0,1.0,1.0,77797,51055.90925285096,,26741.090747149043,26741.090747149043
3083,2,ª,§,62.0,0.0,0.0,0.0,688602,50567.474993386604,,638034.5250066133,638034.5250066133
3084,2,©,©,89.0,1.0,1.0,1.0,29,19218.51659441644,,19189.51659441644,19189.51659441644
3085,2,§,§,66.0,1.0,1.0,1.0,107,42643.830152483446,,42536.830152483446,42536.830152483446
3086,2,§,§,62.0,1.0,1.0,1.0,87,30707.848755643037,,30620.848755643037,30620.848755643037
3087,2,§,§,64.0,1.0,1.0,1.0,256462,58683.91770372945,,197778.08229627056,197778.08229627056
3088,2,©,©,90.0,1.0,1.0,1.0,14,16833.33830337632,,16819.33830337632,16819.33830337632
3089,2,ª,§,62.0,0.0,0.0,0.0,355698,65036.77501271244,,290661.22498728754,290661.22498728754
3090,2,§,§,62.0,1.0,1.0,1.0,1800,43339.336853861576,,41539.336853861576,41539.336853861576
3091,2,§,§,63.0,1.0,1.0,1.0,511775,32601.646417404965,,479173.353582595,479173.353582595
3092,2,§,§,62.0,1.0,1.0,1.0,8322,32948.79949435062,,24626.79949435062,24626.79949435062
3093,2,§,§,63.0,1.0,1.0,1.0,63707,37602.52383092543,,26104.476169074573,26104.476169074573
3094,2,§,§,59.0,1.0,1.0,1.0,1200770,45729.11462460575,,1155040.8853753943,1155040.8853753943
3095,2,§,§,61.0,1.0,1.0,1.0,355,40948.33025048037,,40593.33025048037,40593.33025048037
3096,2,§,§,64.0,1.0,1.0,1.0,2073582,42983.597662429085,,2030598.402337571,2030598.402337571
3098,2,§,§,61.0,1.0,1.0,1.0,1834,38936.420087018545,,37102.420087018545,37102.420087018545
3099,2,ª,§,64.0,0.0,0.0,0.0,47,43198.30709490032,,43151.30709490032,43151.30709490032
3100,2,ª,§,61.0,0.0,0.0,0.0,6931,37005.55002171098,,30074.55002171098,30074.55002171098
3101,2,§,§,61.0,1.0,1.0,1.0,3060,50869.71439458873,,47809.71439458873,47809.71439458873
3102,2,ª,§,62.0,0.0,0.0,0.0,3359,54160.15420399927,,50801.15420399927,50801.15420399927
3104,2,§,§,63.0,1.0,1.0,1.0,603250,31943.20583398354,,571306.7941660165,571306.7941660165
3105,2,ª,§,63.0,0.0,0.0,0.0,182513,30050.36358173991,,152462.63641826008,152462.63641826008
3106,2,§,§,60.0,1.0,1.0,1.0,1468099,43605.148124384024,,1424493.851875616,1424493.851875616
3107,2,§,§,63.0,1.0,1.0,1.0,101552,32028.24356670122,,69523.75643329878,69523.75643329878
3109,2,§,§,63.0,1.0,1.0,1.0,9496,36140.464416423434,,26644.464416423434,26644.464416423434
3110,2,ª,§,70.0,0.0,0.0,0.0,497858,54427.05288140768,,443430.94711859233,443430.94711859233
3111,2,§,§,61.0,1.0,1.0,1.0,422936,36132.9814227949,,386803.0185772051,386803.0185772051
3114,2,©,§,60.0,0.0,0.0,0.0,432095,46187.45976983257,,385907.54023016745,385907.54023016745
3115,2,ª,§,61.0,0.0,0.0,0.0,1492131,47543.2518749849,,1444587.748125015,1444587.748125015
3116,2,§,§,62.0,1.0,1.0,1.0,15,38544.90332336127,,38529.90332336127,38529.90332336127
3117,2,§,§,62.0,1.0,1.0,1.0,265,41639.51560946488,,41374.51560946488,41374.51560946488
3119,2,¢,©,89.0,0.0,0.0,0.0,0,21424.906022358395,,21424.906022358395,21424.906022358395
3120,2,§,§,63.0,1.0,1.0,1.0,13,39861.40421207349,,39848.40421207349,39848.40421207349
3122,2,ª,§,61.0,0.0,0.0,0.0,491887,56387.61606884979,,435499.3839311502,435499.3839311502
3123,2,§,§,67.0,1.0,1.0,1.0,19877,42405.546618707034,,22528.546618707034,22528.546618707034
3124,2,§,§,62.0,1.0,1.0,1.0,6364,32805.07321773575,,26441.07321773575,26441.07321773575
3125,2,§,§,64.0,1.0,1.0,1.0,191661,43014.05134082492,,148646.94865917508,148646.94865917508
3127,2,§,§,65.0,1.0,1.0,1.0,1443966,36395.10933820075,,1407570.8906617993,1407570.8906617993
3129,2,§,§,62.0,1.0,1.0,1.0,1821440,39894.91897228124,,1781545.0810277187,1781545.0810277187
3130,2,©,©,90.0,1.0,1.0,1.0,283515,17535.974434005322,,265979.02556599467,265979.02556599467
3131,2,ª,§,62.0,0.0,0.0,0.0,65713,31104.997406987135,,34608.00259301286,34608.00259301286
3132,2,§,§,63.0,1.0,1.0,1.0,84,32009.317658414362,,31925.317658414362,31925.317658414362
3133,2,§,§,60.0,1.0,1.0,1.0,250346,48743.34994218785,,201602.65005781216,201602.65005781216
3134,2,§,§,63.0,1.0,1.0,1.0,256137,36533.4991498088,,219603.5008501912,219603.5008501912
3135,2,£,§,63.0,0.0,0.0,0.0,1910237,29601.440534328434,,1880635.5594656717,1880635.5594656717
3136,2,§,§,64.0,1.0,1.0,1.0,326315,42748.111215729274,,283566.88878427073,283566.88878427073
3137,2,¢,©,88.0,0.0,0.0,0.0,2,10615.522158495627,,10613.522158495627,10613.522158495627
3138,2,ª,§,66.0,0.0,0.0,0.0,237438,56572.701520664785,,180865.2984793352,180865.2984793352
3140,2,§,§,61.0,1.0,1.0,1.0,115,33778.340094204024,,33663.340094204024,33663.340094204024
3141,2,§,§,63.0,1.0,1.0,1.0,1023148,53596.46258820194,,969551.537411798,969551.537411798
3143,2,ª,§,64.0,0.0,0.0,0.0,172828,48238.315442343024,,124589.68455765698,124589.68455765698
3144,2,§,§,65.0,1.0,1.0,1.0,697,39708.6864004854,,39011.6864004854,39011.6864004854
3146,2,§,§,63.0,1.0,1.0,1.0,200693,29450.391546602903,,171242.6084533971,171242.6084533971
3147,2,§,§,64.0,1.0,1.0,1.0,1672493,59470.03745521166,,1613022.9625447884,1613022.9625447884
3149,2,§,§,61.0,1.0,1.0,1.0,5,33725.02572884728,,33720.02572884728,33720.02572884728
3150,2,©,©,84.0,1.0,1.0,1.0,171383,20423.886699339622,,150959.1133006604,150959.1133006604
3151,2,§,§,76.0,1.0,1.0,1.0,601,60000.66058761571,,59399.66058761571,59399.66058761571
3152,2,ª,§,60.0,0.0,0.0,0.0,116,43297.48740272444,,43181.48740272444,43181.48740272444
3153,2,ª,§,61.0,0.0,0.0,0.0,1778,39209.70177999165,,37431.70177999165,37431.70177999165
3154,2,§,§,65.0,1.0,1.0,1.0,278244,49109.2089318076,,229134.7910681924,229134.7910681924
3155,2,§,§,62.0,1.0,1.0,1.0,16115,35014.35087379388,,18899.350873793883,18899.350873793883
3156,2,©,©,53.0,1.0,1.0,1.0,258660,257821.38185974874,,838.6181402512593,838.6181402512593
3157,2,ª,§,62.0,0.0,0.0,0.0,335870,30713.376931112416,,305156.62306888757,305156.62306888757
3158,2,§,§,61.0,1.0,1.0,1.0,94025,39374.68591838871,,54650.31408161129,54650.31408161129
3159,2,©,§,74.0,0.0,0.0,0.0,0,107912.97710257782,,107912.97710257782,107912.97710257782
3160,2,§,§,62.0,1.0,1.0,1.0,100117,35131.03340401081,,64985.96659598919,64985.96659598919
3161,2,§,§,60.0,1.0,1.0,1.0,241821,44417.541637619506,,197403.4583623805,197403.4583623805
3163,2,§,§,62.0,1.0,1.0,1.0,1175,33014.34561577719,,31839.345615777187,31839.345615777187
3164,2,§,§,70.0,1.0,1.0,1.0,346598,54588.498233233666,,292009.5017667663,292009.5017667663
3166,2,§,§,63.0,1.0,1.0,1.0,3675,36877.644572448495,,33202.644572448495,33202.644572448495
3167,2,§,§,61.0,1.0,1.0,1.0,86,38757.98478829804,,38671.98478829804,38671.98478829804
3168,2,§,§,67.0,1.0,1.0,1.0,2569568,49083.04831065519,,2520484.951689345,2520484.951689345
3169,2,§,§,62.0,1.0,1.0,1.0,2078,33052.14714763942,,30974.14714763942,30974.14714763942
3170,2,ª,§,62.0,0.0,0.0,0.0,946,30862.845093220494,,29916.845093220494,29916.845093220494
3171,2,§,§,63.0,1.0,1.0,1.0,419,29355.71486325157,,28936.71486325157,28936.71486325157
3173,2,§,§,62.0,1.0,1.0,1.0,31,33433.845821378374,,33402.845821378374,33402.845821378374
3174,2,§,§,63.0,1.0,1.0,1.0,3104,32209.362811897478,,29105.362811897478,29105.362811897478
3175,2,ª,§,62.0,0.0,0.0,0.0,1228681,44798.72803586015,,1183882.2719641398,1183882.2719641398
3177,2,§,§,61.0,1.0,1.0,1.0,54,36238.38760646031,,36184.38760646031,36184.38760646031
3179,2,§,§,72.0,1.0,1.0,1.0,80292,44650.36299461037,,35641.63700538963,35641.63700538963
3180,2,§,§,62.0,1.0,1.0,1.0,5295,45011.394651927134,,39716.394651927134,39716.394651927134
3181,2,§,§,65.0,1.0,1.0,1.0,535751,59798.23948151471,,475952.7605184853,475952.7605184853
3182,2,ª,§,72.0,0.0,0.0,0.0,3048,44469.523458121774,,41421.523458121774,41421.523458121774
3183,2,ª,§,70.0,0.0,0.0,0.0,336884,55469.82580033232,,281414.1741996677,281414.1741996677
3185,2,£,§,62.0,0.0,0.0,0.0,19012,32550.167444017585,,13538.167444017585,13538.167444017585
3187,2,©,©,90.0,1.0,1.0,1.0,250148,18373.392448192997,,231774.607551807,231774.607551807
3188,2,§,§,62.0,1.0,1.0,1.0,1383795,34846.381080652136,,1348948.6189193479,1348948.6189193479
3189,2,§,§,60.0,1.0,1.0,1.0,429409,43660.75987249695,,385748.24012750306,385748.24012750306
3190,2,§,§,63.0,1.0,1.0,1.0,14,29313.24313880975,,29299.24313880975,29299.24313880975
3191,2,©,©,91.0,1.0,1.0,1.0,711220,15327.977466692935,,695892.0225333071,695892.0225333071
3193,2,§,§,63.0,1.0,1.0,1.0,20811,36258.92891110377,,15447.928911103772,15447.928911103772
3194,2,©,©,91.0,1.0,1.0,1.0,13647,17783.862347676233,,4136.862347676233,4136.862347676233
3195,2,§,§,62.0,1.0,1.0,1.0,516141,35354.77208498889,,480786.2279150111,480786.2279150111
3196,2,©,©,86.0,1.0,1.0,1.0,100819,17981.666688703597,,82837.3333112964,82837.3333112964
3197,2,©,©,92.0,1.0,1.0,1.0,12,10760.77426182476,,10748.77426182476,10748.77426182476
3198,2,§,§,65.0,1.0,1.0,1.0,1319870,33928.216819592955,,1285941.783180407,1285941.783180407
3199,2,§,§,60.0,1.0,1.0,1.0,1095620,51353.51931780158,,1044266.4806821984,1044266.4806821984
3200,2,©,©,93.0,1.0,1.0,1.0,10,11734.642197735055,,11724.642197735055,11724.642197735055
3201,2,ª,§,67.0,0.0,0.0,0.0,93,50566.77100742575,,50473.77100742575,50473.77100742575
3202,2,§,§,62.0,1.0,1.0,1.0,97278,43998.96855638641,,53279.03144361359,53279.03144361359
3203,2,§,§,65.0,1.0,1.0,1.0,169978,59553.35922214977,,110424.64077785023,110424.64077785023
3204,2,§,§,65.0,1.0,1.0,1.0,248472,51421.12396960475,,197050.87603039524,197050.87603039524
3205,2,§,§,62.0,1.0,1.0,1.0,18736,39871.54600982203,,21135.54600982203,21135.54600982203
3206,2,§,§,63.0,1.0,1.0,1.0,278692,29737.944669255627,,248954.05533074436,248954.05533074436
3207,2,§,,91.0,0.0,0.0,0.0,28,3672.608330922466,,3644.608330922466,3644.608330922466
3208,2,§,§,62.0,1.0,1.0,1.0,95639,35239.975231452816,,60399.024768547184,60399.024768547184
3209,2,§,§,61.0,1.0,1.0,1.0,7,33854.35486400381,,33847.35486400381,33847.35486400381
3210,2,§,§,63.0,1.0,1.0,1.0,107,31779.397100717542,,31672.397100717542,31672.397100717542
3211,2,ª,§,76.0,0.0,0.0,0.0,21,45903.79428393688,,45882.79428393688,45882.79428393688
3213,2,§,§,74.0,1.0,1.0,1.0,431902,41624.14734451589,,390277.8526554841,390277.8526554841
3214,2,£,§,65.0,0.0,0.0,0.0,768942,58762.68870427776,,710179.3112957223,710179.3112957223
3215,2,§,§,66.0,1.0,1.0,1.0,2246817,67142.29645220091,,2179674.703547799,2179674.703547799
3216,2,§,§,61.0,1.0,1.0,1.0,148360,33759.66560947461,,114600.33439052539,114600.33439052539
3217,2,©,©,79.0,1.0,1.0,1.0,7,11226.782325663411,,11219.782325663411,11219.782325663411
3218,2,§,§,61.0,1.0,1.0,1.0,20652,38890.53843057884,,18238.53843057884,18238.53843057884
3219,2,§,§,60.0,1.0,1.0,1.0,1288794,39913.72545437831,,1248880.2745456216,1248880.2745456216
3220,2,§,§,65.0,1.0,1.0,1.0,3204860,55352.42985577114,,3149507.5701442286,3149507.5701442286
3221,2,§,§,63.0,1.0,1.0,1.0,14023,43663.39981985014,,29640.399819850143,29640.399819850143
3223,2,£,§,64.0,0.0,0.0,0.0,710325,60957.29579575883,,649367.7042042412,649367.7042042412
3224,2,©,©,90.0,1.0,1.0,1.0,10809,18726.123985319522,,7917.123985319522,7917.123985319522
3225,2,§,§,64.0,1.0,1.0,1.0,1543808,42815.52101427542,,1500992.4789857245,1500992.4789857245
3227,2,§,§,63.0,1.0,1.0,1.0,1843,41660.4151926777,,39817.4151926777,39817.4151926777
3228,2,©,©,90.0,1.0,1.0,1.0,1901471,13184.6073534252,,1888286.3926465749,1888286.3926465749
3230,2,§,§,62.0,1.0,1.0,1.0,82670,35293.47816447765,,47376.52183552235,47376.52183552235
3232,2,§,§,63.0,1.0,1.0,1.0,1157,40200.153456611464,,39043.153456611464,39043.153456611464
3234,2,ª,§,63.0,0.0,0.0,0.0,2408192,44999.56517354923,,2363192.434826451,2363192.434826451
3235,2,©,©,89.0,1.0,1.0,1.0,2350,18835.84993998132,,16485.84993998132,16485.84993998132
3236,2,§,§,63.0,1.0,1.0,1.0,11280,29573.444521206653,,18293.444521206653,18293.444521206653
3237,2,§,§,60.0,1.0,1.0,1.0,12000,43823.650909778255,,31823.650909778255,31823.650909778255
3238,2,ª,§,65.0,0.0,0.0,0.0,4,54324.748635882286,,54320.748635882286,54320.748635882286
3240,2,§,§,63.0,1.0,1.0,1.0,155119,37434.717463096014,,117684.28253690398,117684.28253690398
3241,2,§,§,62.0,1.0,1.0,1.0,188561,32975.0229713924,,155585.9770286076,155585.9770286076
3243,2,§,§,63.0,1.0,1.0,1.0,24731,39185.6625451052,,14454.662545105202,14454.662545105202
3244,2,©,©,85.0,1.0,1.0,1.0,1037816,20806.023792906868,,1017009.9762070931,1017009.9762070931
3245,2,§,§,64.0,1.0,1.0,1.0,368134,42849.9786128236,,325284.0213871764,325284.0213871764
3246,2,§,§,64.0,1.0,1.0,1.0,357834,59428.118862596224,,298405.8811374038,298405.8811374038
3247,2,§,§,62.0,1.0,1.0,1.0,36,35613.034363198974,,35577.034363198974,35577.034363198974
3248,2,§,§,70.0,1.0,1.0,1.0,226,50925.096718705485,,50699.096718705485,50699.096718705485
3249,2,¥,§,64.0,0.0,0.0,0.0,604450,42675.3649521763,,561774.6350478237,561774.6350478237
3250,2,ª,§,64.0,0.0,0.0,0.0,1102575,42748.00121792289,,1059826.998782077,1059826.998782077
3252,2,ª,§,64.0,0.0,0.0,0.0,9813,55438.353856528825,,45625.353856528825,45625.353856528825
3255,2,§,§,69.0,1.0,1.0,1.0,533832,57654.79708397421,,476177.20291602577,476177.20291602577
3256,2,©,©,92.0,1.0,1.0,1.0,90,6787.024150668148,,6697.024150668148,6697.024150668148
3257,2,ª,§,62.0,0.0,0.0,0.0,10415,53692.90237924987,,43277.90237924987,43277.90237924987
3259,2,§,§,61.0,1.0,1.0,1.0,428439,35855.12382107625,,392583.87617892376,392583.87617892376
3260,2,§,§,61.0,1.0,1.0,1.0,1702,43582.28115183417,,41880.28115183417,41880.28115183417
3261,2,§,§,64.0,1.0,1.0,1.0,84980,35957.280355261646,,49022.719644738354,49022.719644738354
3263,2,§,§,64.0,1.0,1.0,1.0,617370,38965.06980138968,,578404.9301986103,578404.9301986103
3264,2,ª,§,61.0,0.0,0.0,0.0,1034026,38695.54060501148,,995330.4593949885,995330.4593949885
3265,2,§,§,60.0,1.0,1.0,1.0,331346,40943.64120113398,,290402.35879886604,290402.35879886604
3266,2,§,§,62.0,1.0,1.0,1.0,3135,33457.30992487716,,30322.30992487716,30322.30992487716
3267,2,§,§,61.0,1.0,1.0,1.0,353291,44184.12629247417,,309106.87370752584,309106.87370752584
3268,2,§,§,62.0,1.0,1.0,1.0,27,31230.935466912597,,31203.935466912597,31203.935466912597
3269,2,§,§,60.0,1.0,1.0,1.0,916,40921.64478265179,,40005.64478265179,40005.64478265179
3270,2,ª,§,60.0,0.0,0.0,0.0,704,43752.271761818905,,43048.271761818905,43048.271761818905
3271,2,¦,§,63.0,0.0,0.0,0.0,1830903,53938.80090402248,,1776964.1990959775,1776964.1990959775
3272,2,§,§,65.0,1.0,1.0,1.0,257338,36482.670734876316,,220855.3292651237,220855.3292651237
3274,2,©,©,87.0,1.0,1.0,1.0,69,2100.4803971616575,,2031.4803971616575,2031.4803971616575
3275,2,§,§,62.0,1.0,1.0,1.0,5396,35332.348246459034,,29936.348246459034,29936.348246459034
3277,2,§,§,65.0,1.0,1.0,1.0,83936,39509.94550670654,,44426.05449329346,44426.05449329346
3278,2,ª,§,62.0,0.0,0.0,0.0,5711,34858.449411409616,,29147.449411409616,29147.449411409616
3279,2,ª,§,65.0,0.0,0.0,0.0,268452,67027.23246113506,,201424.76753886492,201424.76753886492
3280,2,§,§,64.0,1.0,1.0,1.0,75910,43758.40649662063,,32151.593503379372,32151.593503379372
3281,2,§,§,63.0,1.0,1.0,1.0,417,38946.17217825304,,38529.17217825304,38529.17217825304
3282,2,§,§,63.0,1.0,1.0,1.0,2107,29768.090353793585,,27661.090353793585,27661.090353793585
3283,2,§,§,61.0,1.0,1.0,1.0,1200700,36804.628028571264,,1163895.3719714286,1163895.3719714286
3284,2,§,§,60.0,1.0,1.0,1.0,3717,43453.54600483211,,39736.54600483211,39736.54600483211
3285,2,§,§,64.0,1.0,1.0,1.0,686208,52624.49997143792,,633583.500028562,633583.500028562
3286,2,§,§,69.0,1.0,1.0,1.0,627525,50662.06053569836,,576862.9394643017,576862.9394643017
3287,2,ª,§,63.0,0.0,0.0,0.0,17,30088.24054066938,,30071.24054066938,30071.24054066938
3288,2,ª,§,63.0,0.0,0.0,0.0,79961,29507.222698969446,,50453.777301030554,50453.777301030554
3290,2,§,§,60.0,1.0,1.0,1.0,2029,50095.57497561889,,48066.57497561889,48066.57497561889
3292,2,ª,§,62.0,0.0,0.0,0.0,122,30880.045607344375,,30758.045607344375,30758.045607344375
3293,2,§,,91.0,0.0,0.0,0.0,1,4384.520419424044,,4383.520419424044,4383.520419424044
3295,2,ª,§,64.0,0.0,0.0,0.0,8,47138.62965839567,,47130.62965839567,47130.62965839567
3296,2,©,©,84.0,1.0,1.0,1.0,7,0.0,,7.0,7.0
3297,2,§,©,89.0,0.0,0.0,0.0,21,11955.986069328443,,11934.986069328443,11934.986069328443
3298,2,§,§,64.0,1.0,1.0,1.0,72492,43203.9735533263,,29288.0264466737,29288.0264466737
3299,2,§,§,63.0,1.0,1.0,1.0,6406,29697.57861710743,,23291.57861710743,23291.57861710743
3300,2,§,§,64.0,1.0,1.0,1.0,26831,38951.87006462369,,12120.87006462369,12120.87006462369
3301,2,§,§,65.0,1.0,1.0,1.0,524960,48169.84337926666,,476790.1566207333,476790.1566207333
3302,2,©,©,91.0,1.0,1.0,1.0,15,17538.807663218307,,17523.807663218307,17523.807663218307
3303,2,ª,§,69.0,0.0,0.0,0.0,14823,55484.79178758938,,40661.79178758938,40661.79178758938
3304,2,ª,§,60.0,0.0,0.0,0.0,1555421,39920.039328464714,,1515500.9606715352,1515500.9606715352
3305,2,§,§,68.0,1.0,1.0,1.0,1754954,52980.41201656616,,1701973.5879834339,1701973.5879834339
3306,2,§,§,62.0,1.0,1.0,1.0,56,41051.70933171386,,40995.70933171386,40995.70933171386
3307,2,ª,§,66.0,0.0,0.0,0.0,922568,49594.0635483728,,872973.9364516272,872973.9364516272
3308,2,ª,§,67.0,0.0,0.0,0.0,82533,58906.15098615731,,23626.849013842693,23626.849013842693
3309,2,§,§,64.0,1.0,1.0,1.0,1292948,51495.99161942369,,1241452.0083805763,1241452.0083805763
3310,2,§,§,62.0,1.0,1.0,1.0,630997,53456.507664948775,,577540.4923350512,577540.4923350512
3311,2,§,§,64.0,1.0,1.0,1.0,534497,49654.266919203605,,484842.7330807964,484842.7330807964
3312,2,§,§,63.0,1.0,1.0,1.0,8481,30155.87347762276,,21674.87347762276,21674.87347762276
3313,2,§,§,63.0,1.0,1.0,1.0,579403,57285.022172447214,,522117.97782755276,522117.97782755276
3316,2,§,§,61.0,1.0,1.0,1.0,392,39103.60732433774,,38711.60732433774,38711.60732433774
3317,2,§,§,60.0,1.0,1.0,1.0,21032,43610.07916890446,,22578.079168904464,22578.079168904464
3318,2,ª,§,59.0,0.0,0.0,0.0,12654,44914.92657572899,,32260.92657572899,32260.92657572899
3319,2,§,§,77.0,1.0,1.0,1.0,377353,44954.93434930783,,332398.06565069215,332398.06565069215
3320,2,§,§,61.0,1.0,1.0,1.0,78826,39310.30891650428,,39515.69108349572,39515.69108349572
3321,2,§,§,66.0,1.0,1.0,1.0,773510,49646.82792469763,,723863.1720753023,723863.1720753023
3322,2,ª,§,61.0,0.0,0.0,0.0,2128,39671.111149824865,,37543.111149824865,37543.111149824865
3325,2,£,§,62.0,0.0,0.0,0.0,1935,35316.95169635984,,33381.95169635984,33381.95169635984
3326,2,§,§,60.0,1.0,1.0,1.0,7577,44724.90065101015,,37147.90065101015,37147.90065101015
3327,2,§,§,59.0,1.0,1.0,1.0,34,44605.958451570674,,44571.958451570674,44571.958451570674
3328,2,§,§,63.0,1.0,1.0,1.0,14,36856.78898835822,,36842.78898835822,36842.78898835822
3329,2,§,§,64.0,1.0,1.0,1.0,21633,51208.58620811096,,29575.58620811096,29575.58620811096
3330,2,§,§,63.0,1.0,1.0,1.0,44,48546.08301901453,,48502.08301901453,48502.08301901453
3332,2,§,§,66.0,1.0,1.0,1.0,1101828,49565.674685942504,,1052262.3253140575,1052262.3253140575
3333,2,©,§,67.0,0.0,0.0,0.0,405210,60887.620042401184,,344322.3799575988,344322.3799575988
3335,2,ª,§,62.0,0.0,0.0,0.0,1284,43082.212267248935,,41798.212267248935,41798.212267248935
3337,2,§,§,63.0,1.0,1.0,1.0,2778305,46789.1729131049,,2731515.8270868952,2731515.8270868952
3339,2,§,§,61.0,1.0,1.0,1.0,66063,37098.32217161464,,28964.677828385356,28964.677828385356
3340,2,§,§,62.0,1.0,1.0,1.0,2470,40887.91945521467,,38417.91945521467,38417.91945521467
3341,2,§,§,69.0,1.0,1.0,1.0,16742,51278.52595620392,,34536.52595620392,34536.52595620392
3342,2,ª,§,62.0,0.0,0.0,0.0,163896,41169.61440897887,,122726.38559102113,122726.38559102113
3345,2,©,©,92.0,1.0,1.0,1.0,10,14482.564183378428,,14472.564183378428,14472.564183378428
3346,2,©,©,91.0,1.0,1.0,1.0,721,15150.112585168392,,14429.112585168392,14429.112585168392
3347,2,§,,91.0,0.0,0.0,0.0,782,3831.836441251212,,3049.836441251212,3049.836441251212
3348,2,ª,§,62.0,0.0,0.0,0.0,170247,32977.864057591556,,137269.13594240844,137269.13594240844
3350,2,§,§,63.0,1.0,1.0,1.0,373,29383.98115669761,,29010.98115669761,29010.98115669761
3352,2,§,§,68.0,1.0,1.0,1.0,671691,54340.75174531382,,617350.2482546861,617350.2482546861
3353,2,§,§,59.0,1.0,1.0,1.0,591970,46375.75087200502,,545594.249127995,545594.249127995
3354,2,©,©,82.0,1.0,1.0,1.0,2592794,99675.05910045421,,2493118.940899546,2493118.940899546
3355,2,§,§,62.0,1.0,1.0,1.0,165837,33085.04592013143,,132751.95407986856,132751.95407986856
3356,2,§,§,65.0,1.0,1.0,1.0,67115,33414.2410694864,,33700.7589305136,33700.7589305136
3359,2,©,©,93.0,1.0,1.0,1.0,65034,11753.473822187872,,53280.52617781213,53280.52617781213
3361,2,§,§,64.0,1.0,1.0,1.0,81984,57909.3948638345,,24074.605136165497,24074.605136165497
3363,2,§,§,62.0,1.0,1.0,1.0,2983,30494.48443920414,,27511.48443920414,27511.48443920414
3364,2,ª,©,84.0,0.0,0.0,0.0,1,121433.81946496651,,121432.81946496651,121432.81946496651
3365,2,§,§,62.0,1.0,1.0,1.0,11,41262.062851052324,,41251.062851052324,41251.062851052324
3366,2,©,©,88.0,1.0,1.0,1.0,5,0.0,,5.0,5.0
3367,2,§,§,63.0,1.0,1.0,1.0,1160,29358.508807533708,,28198.508807533708,28198.508807533708
3368,2,§,§,61.0,1.0,1.0,1.0,62170,46387.555208027174,,15782.444791972826,15782.444791972826
3369,2,§,§,66.0,1.0,1.0,1.0,19,45192.34732901658,,45173.34732901658,45173.34732901658
3370,2,§,§,62.0,1.0,1.0,1.0,6634,38534.09839597996,,31900.098395979963,31900.098395979963
3371,2,ª,§,62.0,0.0,0.0,0.0,156853,41134.87710172303,,115718.12289827697,115718.12289827697
3374,2,§,§,59.0,1.0,1.0,1.0,4606,45750.78104966879,,41144.78104966879,41144.78104966879
3375,2,§,§,62.0,1.0,1.0,1.0,2174,35062.976189804234,,32888.976189804234,32888.976189804234
3377,2,§,§,62.0,1.0,1.0,1.0,31216,35143.23058934148,,3927.2305893414814,3927.2305893414814
3378,2,§,§,67.0,1.0,1.0,1.0,9,54882.11694920981,,54873.11694920981,54873.11694920981
3379,2,§,§,64.0,1.0,1.0,1.0,929781,68114.57649120621,,861666.4235087938,861666.4235087938
